cl,week,price,b1,b2
Chedraui,63,21,Bites,Product45
WholeFoods,63,25,Bites,Product46
Walmart,63,27,Bites,Product47
960 eleven,63,21,Bites,Product48
Kmart,64,28,Bites,Product49
OXXO,53,26,Bites,Product50
Soriana,64,20,Bites,Product51
Chedraui,64,20,Bites,Product52
WholeFoods,64,26,Bites,Product53
Walmart,64,24,Bites,Product54
961 eleven,64,29,Bites,Product55
Kmart,64,21,Bites,Product56
OXXO,64,26,Bites,Product57
Soriana,64,25,Bites,Product58
Chedraui,64,30,Bites,Product59
WholeFoods,64,23,Bites,Product60
Walmart,53,29,Bites,Product26
962 eleven,64,25,Bites,Product62
Kmart,64,28,Bites,Product63
OXXO,64,21,Bites,Product64
Soriana,64,24,Bites,Product65
Chedraui,64,20,Bites,Product66
WholeFoods,64,27,Bites,Product67
Walmart,64,24,Bites,Product68
963 eleven,64,20,Bites,Product69
Kmart,64,27,Bites,Product70
OXXO,64,21,Bites,Product71
Soriana,53,20,Bites,Product72
Chedraui,64,23,Bites,Product73
WholeFoods,53,22,Bites,Product74
Walmart,64,25,Bites,Product75
964 eleven,64,21,Bites,Product76
Kmart,64,28,Bites,Product77
OXXO,64,24,Bites,Product78
Soriana,64,21,Bites,Product79
Chedraui,64,34,Hersheys,Product80
WholeFoods,64,36,Hersheys,Product81
Walmart,64,31,Hersheys,Product82
965 eleven,58,21,Bites,Product83
Kmart,64,34,Hersheys,Product84
OXXO,64,33,Hersheys,Product85
Soriana,64,35,Hersheys,Product86
Chedraui,64,34,Hersheys,Product87
WholeFoods,64,38,Hersheys,Product88
Walmart,64,43,Hersheys,Product89
966 eleven,64,39,Hersheys,Product90
Kmart,64,32,Hersheys,Product91
OXXO,64,31,Hersheys,Product92
Soriana,64,34,Hersheys,Product93
Chedraui,58,26,Bites,Product94
WholeFoods,64,35,Hersheys,Product95
Walmart,64,44,Hersheys,Product96
967 eleven,64,43,Hersheys,Product97
Kmart,64,41,Hersheys,Product98
OXXO,64,36,Hersheys,Product99
Soriana,63,36,Kit Kat,Product100
Chedraui,53,28,Bites,Product101
WholeFoods,63,32,Kit Kat,Product102
Walmart,63,30,Kit Kat,Product103
968 eleven,63,40,Kit Kat,Product104
Kmart,63,38,Kit Kat,Product105
OXXO,63,31,Kit Kat,Product106
Soriana,63,32,Kit Kat,Product107
Chedraui,63,31,Kit Kat,Product108
WholeFoods,63,37,Kit Kat,Product109
Walmart,63,35,Kit Kat,Product110
969 eleven,19,36,Kit Kat,Product111
Kmart,63,31,Kit Kat,Product112
OXXO,53,24,Bites,Product113
Soriana,63,41,Kit Kat,Product114
Chedraui,63,41,Kit Kat,Product115
WholeFoods,63,38,Kit Kat,Product116
Walmart,63,37,Kit Kat,Product117
970 eleven,63,34,Kit Kat,Product118
Kmart,63,35,Kit Kat,Product119
OXXO,64,37,Kit Kat,Product120
Soriana,64,33,Kit Kat,Product121
Chedraui,64,39,Kit Kat,Product122
WholeFoods,53,25,Bites,Product123
Walmart,33,25,Bites,Product124
971 eleven,56,22,Bites,Product125
Kmart,27,15,Pelon,Product22
OXXO,56,23,Bites,Product126
Soriana,33,24,Bites,Product197
Chedraui,56,27,Bites,Product127
WholeFoods,56,27,Bites,Product128
Walmart,56,20,Bites,Product129
972 eleven,58,25,Bites,Product130
Kmart,53,26,Bites,Product131
OXXO,62,20,Bites,Product132
Soriana,62,21,Bites,Product133
Chedraui,62,27,Bites,Product134
WholeFoods,62,26,Bites,Product135
Walmart,62,21,Bites,Product136
973 eleven,62,27,Bites,Product137
Kmart,62,30,Bites,Product138
OXXO,62,25,Bites,Product139
Soriana,62,24,Bites,Product140
Chedraui,62,21,Bites,Product141
WholeFoods,62,30,Bites,Product142
Walmart,62,28,Bites,Product143
974 eleven,62,20,Bites,Product144
Kmart,62,22,Bites,Product145
OXXO,62,25,Bites,Product146
Soriana,62,25,Bites,Product147
Chedraui,62,27,Bites,Product148
WholeFoods,62,30,Bites,Product149
Walmart,62,25,Bites,Product150
975 eleven,12,11,Almond Joy,Product151
Kmart,62,30,Bites,Product152
OXXO,62,26,Bites,Product153
Soriana,62,21,Bites,Product154
Chedraui,62,21,Bites,Product155
WholeFoods,62,24,Bites,Product156
Walmart,62,30,Bites,Product157
976 eleven,62,29,Bites,Product158
Kmart,62,25,Bites,Product159
OXXO,62,29,Bites,Product160
Soriana,62,27,Bites,Product161
Chedraui,62,26,Bites,Product162
WholeFoods,62,21,Bites,Product163
Walmart,62,29,Bites,Product164
977 eleven,62,26,Bites,Product165
Kmart,62,24,Bites,Product166
OXXO,62,22,Bites,Product167
Soriana,62,22,Bites,Product168
Chedraui,62,23,Bites,Product169
WholeFoods,62,21,Bites,Product170
Walmart,62,21,Bites,Product171
978 eleven,62,23,Bites,Product172
Kmart,62,22,Bites,Product173
OXXO,62,26,Bites,Product174
Soriana,62,29,Bites,Product175
Chedraui,62,25,Bites,Product176
WholeFoods,62,25,Bites,Product177
Walmart,62,27,Bites,Product178
979 eleven,62,20,Bites,Product179
Kmart,62,30,Bites,Product180
OXXO,63,21,Bites,Product181
Soriana,62,26,Bites,Product182
Chedraui,62,23,Bites,Product183
WholeFoods,62,23,Bites,Product184
Walmart,62,22,Bites,Product185
980 eleven,62,23,Bites,Product186
Kmart,62,25,Bites,Product187
OXXO,62,24,Bites,Product188
Soriana,62,25,Bites,Product189
Chedraui,62,29,Bites,Product190
WholeFoods,63,23,Bites,Product191
Walmart,63,20,Bites,Product192
981 eleven,63,25,Bites,Product193
Kmart,63,21,Bites,Product194
OXXO,63,24,Bites,Product195
Soriana,63,24,Bites,Product196
Chedraui,63,24,Bites,Product197
WholeFoods,63,29,Bites,Product198
Walmart,63,22,Bites,Product199
982 eleven,63,25,Bites,Product200
Kmart,63,28,Bites,Product1
OXXO,63,24,Bites,Product2
Soriana,63,22,Bites,Product3
Chedraui,63,26,Bites,Product4
WholeFoods,63,30,Bites,Product5
Walmart,63,22,Bites,Product6
983 eleven,63,30,Bites,Product7
Kmart,63,24,Bites,Product8
OXXO,63,24,Bites,Product9
Soriana,63,22,Bites,Product10
Chedraui,63,27,Bites,Product11
WholeFoods,63,26,Bites,Product12
Walmart,63,22,Bites,Product13
984 eleven,63,21,Bites,Product14
Kmart,63,20,Bites,Product15
OXXO,63,22,Bites,Product16
Soriana,63,22,Bites,Product17
Chedraui,63,20,Bites,Product18
WholeFoods,63,22,Bites,Product19
Walmart,63,23,Bites,Product20
985 eleven,63,20,Bites,Product21
Kmart,63,28,Bites,Product22
OXXO,63,29,Bites,Product23
Soriana,63,30,Bites,Product24
Chedraui,63,20,Bites,Product25
WholeFoods,63,29,Bites,Product26
Walmart,63,28,Bites,Product27
986 eleven,63,30,Bites,Product28
Kmart,63,41,Kisses,Product29
OXXO,63,23,Bites,Product30
Soriana,63,22,Bites,Product31
Chedraui,63,26,Bites,Product32
WholeFoods,63,21,Bites,Product33
Walmart,63,27,Bites,Product34
987 eleven,63,21,Bites,Product35
Kmart,63,30,Bites,Product36
OXXO,63,21,Bites,Product37
Soriana,63,27,Bites,Product38
Chedraui,63,27,Bites,Product39
WholeFoods,63,29,Bites,Product40
Walmart,63,22,Bites,Product41
988 eleven,63,27,Bites,Product42
Kmart,63,28,Bites,Product43
OXXO,63,27,Bites,Product44
Soriana,63,21,Bites,Product45
Chedraui,63,25,Bites,Product46
WholeFoods,63,27,Bites,Product47
Walmart,63,21,Bites,Product48
989 eleven,64,28,Bites,Product49
Kmart,64,26,Bites,Product50
OXXO,64,20,Bites,Product51
Soriana,64,20,Bites,Product52
Chedraui,64,26,Bites,Product53
WholeFoods,64,24,Bites,Product54
Walmart,64,29,Bites,Product55
990 eleven,64,21,Bites,Product56
Kmart,64,26,Bites,Product57
OXXO,64,25,Bites,Product58
Soriana,64,30,Bites,Product59
Chedraui,64,23,Bites,Product60
WholeFoods,64,29,Bites,Product61
Walmart,64,25,Bites,Product62
991 eleven,64,28,Bites,Product63
Kmart,64,21,Bites,Product64
OXXO,64,24,Bites,Product65
Soriana,64,20,Bites,Product66
Chedraui,64,27,Bites,Product67
WholeFoods,64,24,Bites,Product68
Walmart,64,20,Bites,Product69
992 eleven,64,27,Bites,Product70
Kmart,64,21,Bites,Product71
OXXO,64,20,Bites,Product72
Soriana,64,23,Bites,Product73
Chedraui,64,22,Bites,Product74
WholeFoods,64,25,Bites,Product75
Walmart,64,21,Bites,Product76
993 eleven,64,28,Bites,Product77
Kmart,64,24,Bites,Product78
OXXO,64,21,Bites,Product79
Soriana,64,29,Bites,Product80
Chedraui,64,21,Bites,Product81
WholeFoods,64,26,Bites,Product82
Walmart,64,21,Bites,Product83
994 eleven,64,26,Bites,Product84
Kmart,64,25,Bites,Product85
OXXO,64,20,Bites,Product86
Soriana,22,42,Kisses,Product87
Chedraui,64,30,Bites,Product88
WholeFoods,64,30,Bites,Product89
Walmart,64,28,Bites,Product90
995 eleven,64,28,Bites,Product91
Kmart,64,30,Bites,Product92
OXXO,64,30,Bites,Product93
Soriana,64,26,Bites,Product94
Chedraui,64,22,Bites,Product95
WholeFoods,64,30,Bites,Product96
Walmart,64,24,Bites,Product97
996 eleven,64,27,Bites,Product98
Kmart,64,30,Bites,Product99
OXXO,64,26,Bites,Product100
Soriana,64,28,Bites,Product101
Chedraui,64,30,Bites,Product102
WholeFoods,64,25,Bites,Product103
Walmart,64,27,Bites,Product104
997 eleven,64,23,Bites,Product105
Kmart,64,22,Bites,Product106
OXXO,48,12,Almond Joy,Product107
Soriana,64,37,Kisses,Product108
Chedraui,15,15,Pelon,Product109
WholeFoods,32,46,Reeses,Product171
Walmart,50,15,Almond Joy,Product110
998 eleven,49,14,Almond Joy,Product111
Kmart,33,24,Bites,Product112
OXXO,50,12,Almond Joy,Product113
Soriana,48,11,Almond Joy,Product114
Chedraui,26,47,Kisses,Product50
WholeFoods,48,15,Almond Joy,Product115
Walmart,51,11,Almond Joy,Product116
999 eleven,49,10,Almond Joy,Product117
Kmart,59,30,Hersheys,Product118
OXXO,64,57,Milk,Product119
Soriana,59,45,Hersheys,Product120
Chedraui,64,52,Milk,Product121
WholeFoods,64,60,Milk,Product122
Walmart,64,41,Milk,Product123
1000 eleven,64,40,Milk,Product124
Kmart,51,15,Almond Joy,Product125
OXXO,64,60,Milk,Product126
Soriana,64,58,Milk,Product127
Chedraui,64,42,Milk,Product128
WholeFoods,64,42,Milk,Product129
Walmart,64,40,Milk,Product130
1001 eleven,64,56,Milk,Product131
Kmart,64,45,Milk,Product132
OXXO,64,43,Milk,Product133
Soriana,64,53,Milk,Product134
Chedraui,26,31,Hersheys,Product102
WholeFoods,64,41,Milk,Product136
Walmart,48,14,Almond Joy,Product137
1002 eleven,64,58,Milk,Product138
Kmart,64,46,Milk,Product139
OXXO,64,42,Milk,Product140
Soriana,64,50,Milk,Product141
Chedraui,64,57,Milk,Product142
WholeFoods,64,42,Milk,Product143
Walmart,64,60,Milk,Product144
1003 eleven,64,48,Milk,Product145
Kmart,64,48,Milk,Product146
OXXO,64,60,Milk,Product147
Soriana,64,57,Milk,Product148
Chedraui,64,52,Milk,Product149
WholeFoods,64,47,Milk,Product150
Walmart,64,44,Milk,Product151
1004 eleven,64,42,Milk,Product152
Kmart,64,50,Milk,Product153
OXXO,49,14,Almond Joy,Product154
Soriana,50,14,Almond Joy,Product155
Chedraui,50,15,Almond Joy,Product156
WholeFoods,48,10,Almond Joy,Product157
Walmart,48,11,Almond Joy,Product158
1005 eleven,48,12,Almond Joy,Product159
Kmart,51,12,Almond Joy,Product160
OXXO,49,14,Almond Joy,Product161
Soriana,59,45,Hersheys,Product161
Chedraui,59,31,Hersheys,Product162
WholeFoods,59,35,Hersheys,Product163
Walmart,59,44,Hersheys,Product164
1006 eleven,51,14,Almond Joy,Product165
Kmart,48,11,Almond Joy,Product167
OXXO,48,14,Almond Joy,Product166
Soriana,51,11,Almond Joy,Product167
Chedraui,51,14,Almond Joy,Product168
WholeFoods,49,12,Almond Joy,Product162
Walmart,59,35,Kit Kat,Product169
1007 eleven,50,10,Almond Joy,Product170
Kmart,59,43,Kit Kat,Product171
OXXO,59,37,Kit Kat,Product172
Soriana,48,11,Almond Joy,Product173
Chedraui,39,51,Reeses,Product12
WholeFoods,48,14,Almond Joy,Product174
Walmart,51,14,Almond Joy,Product175
1008 eleven,51,10,Almond Joy,Product176
Kmart,49,11,Almond Joy,Product177
OXXO,59,37,Kit Kat,Product178
Soriana,59,34,Kit Kat,Product179
Chedraui,59,38,Kit Kat,Product180
WholeFoods,49,12,Almond Joy,Product181
Walmart,59,33,Kit Kat,Product182
1009 eleven,48,12,Almond Joy,Product183
Kmart,59,34,Kit Kat,Product184
OXXO,51,12,Almond Joy,Product185
Soriana,59,39,Kit Kat,Product186
Chedraui,59,31,Kit Kat,Product187
WholeFoods,50,12,Almond Joy,Product181
Walmart,59,42,Kit Kat,Product188
1010 eleven,59,42,Kit Kat,Product189
Kmart,59,30,Kit Kat,Product190
OXXO,59,37,Kit Kat,Product191
Soriana,48,11,Almond Joy,Product192
Chedraui,56,17,Cocoa,Product193
WholeFoods,56,16,Cocoa,Product194
Walmart,56,18,Cocoa,Product195
1011 eleven,56,18,Cocoa,Product196
Kmart,56,17,Cocoa,Product197
OXXO,56,17,Cocoa,Product198
Soriana,56,18,Cocoa,Product60
Chedraui,59,34,Kit Kat,Product200
WholeFoods,49,14,Almond Joy,Product1
Walmart,49,14,Almond Joy,Product2
1012 eleven,49,10,Almond Joy,Product3
Kmart,50,13,Almond Joy,Product4
OXXO,60,30,Bites,Product5
Soriana,60,22,Bites,Product6
Chedraui,60,30,Bites,Product7
WholeFoods,49,13,Almond Joy,Product8
Walmart,49,15,Almond Joy,Product9
1013 eleven,51,10,Almond Joy,Product10
Kmart,58,137,Seasons,Product11
OXXO,58,108,Seasons,Product12
Soriana,58,105,Seasons,Product13
Chedraui,58,103,Seasons,Product14
WholeFoods,58,124,Seasons,Product15
Walmart,28,46,Reeses,Product171
1014 eleven,51,13,Almond Joy,Product16
Kmart,34,51,Reeses,Product12
OXXO,51,14,Almond Joy,Product17
Soriana,18,33,Kit Kat,Product18
Chedraui,51,15,Almond Joy,Product19
WholeFoods,51,14,Almond Joy,Product20
Walmart,59,43,Kisses,Product71
1015 eleven,59,42,Kisses,Product106
Kmart,59,37,Kisses,Product108
OXXO,53,14,Almond Joy,Product174
Soriana,53,14,Almond Joy,Product22
Chedraui,18,44,Kit Kat,Product23
WholeFoods,52,13,Almond Joy,Product24
Walmart,59,51,Kisses,Product25
1016 eleven,53,35,Kisses,Product102
Kmart,55,45,Hersheys,Product27
OXXO,55,30,Hersheys,Product28
Soriana,55,33,Hersheys,Product29
Chedraui,55,35,Hersheys,Product30
WholeFoods,55,32,Hersheys,Product31
Walmart,53,11,Almond Joy,Product32
1017 eleven,53,10,Almond Joy,Product189
Kmart,53,19,Pelon,Product90
OXXO,29,46,Reeses,Product171
Soriana,52,10,Almond Joy,Product34
Chedraui,52,10,Almond Joy,Product35
WholeFoods,19,34,Kit Kat,Product36
Walmart,52,11,Almond Joy,Product37
1018 eleven,52,11,Almond Joy,Product38
Kmart,52,15,Almond Joy,Product39
OXXO,52,16,Cocoa,Product40
Soriana,19,38,Kit Kat,Product41
Chedraui,23,42,Kit Kat,Product42
WholeFoods,54,51,Kisses,Product43
Walmart,57,39,Kisses,Product44
1019 eleven,54,36,Kisses,Product45
Kmart,57,44,Kisses,Product46
OXXO,54,45,Kisses,Product47
Soriana,55,45,Kisses,Product48
Chedraui,54,43,Kisses,Product71
WholeFoods,54,43,Kisses,Product107
Walmart,54,37,Kisses,Product108
1020 eleven,21,40,Kit Kat,Product49
Kmart,54,51,Kisses,Product166
OXXO,54,36,Kisses,Product18
Soriana,54,47,Kisses,Product50
Chedraui,54,48,Kisses,Product168
WholeFoods,54,44,Kisses,Product51
Walmart,57,50,Kisses,Product52
1021 eleven,54,52,Kisses,Product94
Kmart,54,47,Kisses,Product146
OXXO,54,35,Kisses,Product55
Soriana,54,12,Almond Joy,Product56
Chedraui,39,51,Reeses,Product12
WholeFoods,54,12,Almond Joy,Product57
Walmart,23,43,Kit Kat,Product58
1022 eleven,54,14,Almond Joy,Product59
Kmart,54,15,Almond Joy,Product60
OXXO,54,12,Almond Joy,Product61
Soriana,54,15,Almond Joy,Product62
Chedraui,54,15,Almond Joy,Product63
WholeFoods,54,11,Almond Joy,Product182
Walmart,54,10,Almond Joy,Product64
1023 eleven,25,45,Kit Kat,Product65
Kmart,54,10,Almond Joy,Product66
OXXO,55,15,Almond Joy,Product67
Soriana,53,14,Almond Joy,Product68
Chedraui,54,10,Almond Joy,Product170
WholeFoods,54,13,Almond Joy,Product69
Walmart,54,47,Kisses,Product70
1024 eleven,54,43,Kisses,Product71
Kmart,54,15,Almond Joy,Product115
OXXO,54,15,Almond Joy,Product73
Soriana,54,14,Almond Joy,Product188
Chedraui,26,44,Kit Kat,Product75
WholeFoods,54,16,Cocoa,Product76
Walmart,54,22,Cocoa,Product77
1025 eleven,54,16,Cocoa,Product78
Kmart,54,21,Cocoa,Product79
OXXO,54,20,Cocoa,Product80
Soriana,54,17,Cocoa,Product81
Chedraui,60,41,Kisses,Product82
WholeFoods,54,48,Kisses,Product83
Walmart,54,36,Kisses,Product84
1026 eleven,54,13,Almond Joy,Product85
Kmart,60,48,Kisses,Product113
OXXO,60,40,Kisses,Product86
Soriana,60,44,Kisses,Product22
Chedraui,60,47,Kisses,Product110
WholeFoods,53,29,Bites,Product87
Walmart,61,18,Cocoa,Product88
1027 eleven,61,22,Cocoa,Product89
Kmart,54,39,Hersheys,Product90
OXXO,54,32,Hersheys,Product91
Soriana,54,31,Hersheys,Product92
Chedraui,54,34,Hersheys,Product93
WholeFoods,54,41,Hersheys,Product94
Walmart,22,42,Reeses,Product98
1028 eleven,50,5,Jolly Rancher,Product95
Kmart,22,44,Hersheys,Product96
OXXO,50,7,Jolly Rancher,Product182
Soriana,34,51,Reeses,Product12
Chedraui,50,6,Jolly Rancher,Product185
WholeFoods,50,5,Jolly Rancher,Product184
Walmart,60,43,Hersheys,Product97
1029 eleven,60,41,Hersheys,Product98
Kmart,60,36,Hersheys,Product99
OXXO,50,5,Jolly Rancher,Product95
Soriana,50,7,Jolly Rancher,Product182
Chedraui,50,7,Jolly Rancher,Product100
WholeFoods,50,6,Jolly Rancher,Product101
Walmart,50,6,Jolly Rancher,Product102
1030 eleven,34,25,Bites,Product103
Kmart,50,6,Jolly Rancher,Product104
OXXO,50,6,Jolly Rancher,Product105
Soriana,50,6,Jolly Rancher,Product106
Chedraui,50,6,Jolly Rancher,Product107
WholeFoods,50,6,Jolly Rancher,Product108
Walmart,50,6,Jolly Rancher,Product109
1031 eleven,50,5,Jolly Rancher,Product110
Kmart,50,5,Jolly Rancher,Product111
OXXO,50,5,Jolly Rancher,Product112
Soriana,54,15,Pelon,Product113
Chedraui,54,17,Pelon,Product114
WholeFoods,54,13,Pelon,Product115
Walmart,54,15,Pelon,Product116
1032 eleven,54,15,Pelon,Product117
Kmart,54,14,Pelon,Product118
OXXO,54,19,Pelon,Product119
Soriana,54,19,Pelon,Product120
Chedraui,54,17,Pelon,Product121
WholeFoods,54,16,Pelon,Product122
Walmart,54,19,Pelon,Product123
1033 eleven,54,14,Pelon,Product124
Kmart,54,13,Pelon,Product125
OXXO,54,13,Pelon,Product126
Soriana,54,14,Pelon,Product127
Chedraui,54,15,Pelon,Product128
WholeFoods,54,16,Pelon,Product129
Walmart,54,19,Pelon,Product130
1034 eleven,54,15,Pelon,Product131
Kmart,54,15,Pelon,Product132
OXXO,54,15,Pelon,Product133
Soriana,54,18,Pelon,Product134
Chedraui,54,17,Pelon,Product135
WholeFoods,54,19,Pelon,Product136
Walmart,54,16,Pelon,Product137
1035 eleven,60,40,Hersheys,Product138
Kmart,60,33,Hersheys,Product139
OXXO,60,32,Hersheys,Product140
Soriana,29,46,Reeses,Product171
Chedraui,55,16,Cocoa,Product141
WholeFoods,55,15,Cocoa,Product142
Walmart,54,48,Kisses,Product1
1036 eleven,61,22,Cocoa,Product143
Kmart,61,20,Cocoa,Product144
OXXO,61,21,Cocoa,Product145
Soriana,39,51,Reeses,Product12
Chedraui,51,15,Cocoa,Product146
WholeFoods,34,51,Reeses,Product12
Walmart,18,45,Kit Kat,Product147
1037 eleven,52,44,Reeses,Product148
Kmart,52,42,Reeses,Product149
OXXO,23,41,Kit Kat,Product150
Soriana,52,59,Reeses,Product151
Chedraui,52,56,Reeses,Product152
WholeFoods,52,56,Reeses,Product153
Walmart,52,47,Reeses,Product154
1038 eleven,52,60,Reeses,Product155
Kmart,52,42,Reeses,Product156
OXXO,52,58,Reeses,Product157
Soriana,52,51,Reeses,Product158
Chedraui,52,40,Reeses,Product159
WholeFoods,52,42,Reeses,Product160
Walmart,52,56,Reeses,Product161
1039 eleven,19,45,Kit Kat,Product162
Kmart,52,57,Reeses,Product65
OXXO,52,47,Reeses,Product164
Soriana,52,48,Reeses,Product165
Chedraui,52,60,Reeses,Product166
WholeFoods,52,55,Reeses,Product167
Walmart,52,45,Reeses,Product139
1040 eleven,29,46,Reeses,Product171
Kmart,27,45,Reeses,Product8
OXXO,56,119,Seasons,Product169
Soriana,56,150,Seasons,Product170
Chedraui,27,46,Reeses,Product171
WholeFoods,52,23,Bites,Product172
Walmart,52,22,Bites,Product173
1041 eleven,52,26,Bites,Product174
Kmart,52,29,Bites,Product175
OXXO,27,47,Reeses,Product176
Soriana,52,25,Bites,Product177
Chedraui,54,50,Kisses,Product178
WholeFoods,54,42,Kisses,Product179
Walmart,54,44,Kisses,Product180
1042 eleven,54,43,Kisses,Product181
Kmart,54,44,Kisses,Product182
OXXO,60,43,Kisses,Product96
Soriana,60,41,Kit Kat,Product183
Chedraui,62,13,Almond Joy,Product184
WholeFoods,62,12,Almond Joy,Product185
Walmart,62,10,Almond Joy,Product186
1043 eleven,62,10,Almond Joy,Product3
Kmart,62,10,Almond Joy,Product176
OXXO,62,14,Almond Joy,Product188
Soriana,62,10,Almond Joy,Product189
Chedraui,62,10,Almond Joy,Product190
WholeFoods,62,13,Almond Joy,Product191
Walmart,62,11,Almond Joy,Product192
1044 eleven,18,44,Kit Kat,Product193
Kmart,62,15,Almond Joy,Product194
OXXO,52,52,Reeses,Product195
Soriana,62,15,Almond Joy,Product196
Chedraui,62,12,Almond Joy,Product197
WholeFoods,62,14,Almond Joy,Product198
Walmart,62,11,Almond Joy,Product199
1045 eleven,62,14,Almond Joy,Product200
Kmart,62,14,Almond Joy,Product1
OXXO,62,14,Almond Joy,Product2
Soriana,62,10,Almond Joy,Product3
Chedraui,62,13,Almond Joy,Product184
WholeFoods,62,13,Almond Joy,Product4
Walmart,52,58,Reeses,Product5
1046 eleven,62,12,Almond Joy,Product185
Kmart,62,10,Almond Joy,Product6
OXXO,62,16,Pelon,Product7
Soriana,62,17,Pelon,Product8
Chedraui,62,17,Pelon,Product9
WholeFoods,62,19,Pelon,Product10
Walmart,62,19,Pelon,Product11
1047 eleven,62,19,Pelon,Product12
Kmart,62,13,Pelon,Product13
OXXO,62,19,Pelon,Product14
Soriana,62,18,Pelon,Product15
Chedraui,62,13,Pelon,Product16
WholeFoods,62,17,Pelon,Product17
Walmart,62,18,Pelon,Product18
1048 eleven,62,18,Pelon,Product19
Kmart,62,13,Pelon,Product20
OXXO,62,15,Pelon,Product21
Soriana,62,15,Pelon,Product22
Chedraui,62,15,Pelon,Product23
WholeFoods,62,17,Pelon,Product24
Walmart,62,15,Pelon,Product25
1049 eleven,62,15,Pelon,Product26
Kmart,62,15,Pelon,Product27
OXXO,62,13,Pelon,Product28
Soriana,62,13,Pelon,Product29
Chedraui,62,14,Pelon,Product30
WholeFoods,62,14,Pelon,Product31
Walmart,63,11,Almond Joy,Product32
1050 eleven,62,14,Almond Joy,Product33
Kmart,63,10,Almond Joy,Product34
OXXO,63,10,Almond Joy,Product35
Soriana,63,13,Almond Joy,Product8
Chedraui,63,12,Almond Joy,Product160
WholeFoods,63,11,Almond Joy,Product167
Walmart,63,12,Almond Joy,Product61
1051 eleven,63,11,Almond Joy,Product37
Kmart,63,11,Almond Joy,Product38
OXXO,63,15,Almond Joy,Product39
Soriana,63,10,Almond Joy,Product40
Chedraui,63,15,Almond Joy,Product41
WholeFoods,63,13,Almond Joy,Product42
Walmart,63,14,Almond Joy,Product43
1052 eleven,53,54,Reeses,Product44
Kmart,63,15,Almond Joy,Product45
OXXO,63,10,Almond Joy,Product46
Soriana,63,14,Almond Joy,Product47
Chedraui,63,14,Almond Joy,Product59
WholeFoods,63,12,Almond Joy,Product48
Walmart,63,15,Almond Joy,Product49
1053 eleven,63,12,Almond Joy,Product160
Kmart,63,11,Almond Joy,Product158
OXXO,63,11,Almond Joy,Product50
Soriana,53,40,Reeses,Product51
Chedraui,63,12,Almond Joy,Product52
WholeFoods,63,14,Almond Joy,Product53
Walmart,63,15,Almond Joy,Product54
1054 eleven,63,15,Almond Joy,Product55
